409395,bleskes,10.01286151209906,6.226217109697433,5.325771730734843,11.752437736001996,21.00042285911079,215.58566907570244,120.61902018064035,227.63341080560966,5,19,0,0,0,0,0,0,0,0,0,0,0,2,0.00031746031746031746
17358,kchodorow,10.390435517674193,3.164237889575577,5.930533961295295,5.955477666621511,9.44034939556227,11.649793453411846,11.80753687684591,11.80753687684591,12,19,0,0,0,9,1,0,0,0,0,0,0,179,0.002139561569171189
126508,donnfelker,120.8782773370494,38.93431226011143,50.11931654829471,27.858368971259402,48.75598876711444,158.79110934137347,129.97790062762624,158.79110934137347,90,59,0,0,0,0,6,0,0,0,0,0,0,3150,0.011859939759036145
837497,cgdecker,12.337899645873758,4.664204938835306,8.713670035966672,6.484338493215169,55.20668279042211,174.52543198800817,181.99100736764052,222.15454002808525,36,730,0,0,0,0,0,0,0,0,0,0,3,534,0.004398609578095913
131388,twall,16.79695513500473,6.891227503224414,13.929697371943053,5.598046355265252,26.016669334031054,35.98047912704712,34.838498648404865,43.664172150111966,868,517,0,6,0,0,183,0,1,0,0,266,0,3455,0.01932856319684925
24303,dakrone,130.1730279460698,9.565242357764898,5.283751452753991,20.28413112538795,48.80271213171602,173.634748669672,164.36508855834663,227.63341080560969,89,86,0,0,0,12,8,0,0,0,0,0,0,654,0.0021239007027708135
41841,alexott,85.54680590868169,10.880501466080347,12.03629961390464,20.08605802963466,65.11531299707674,132.12566685985203,144.00176727801707,179.1542683173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241546,ben-manes,51.64353983500168,7.1969568911665505,10.869167412098014,13.403625673573833,55.20610410984614,157.27236871708186,157.53013351409405,184.1298145730267,1646,5771,0,1,0,18,49,0,13,0,0,0,82,10052,0.007059211843070883
53495,jwagenleitner,24.307378179209184,1.1864488949405927,5.711829637391126,5.66567959618617,37.56699370704215,75.80426934043177,45.47837343868871,136.70173516677323,203,115,0,0,1,0,1,0,0,0,0,0,0,291,0.0012422678431925002
3018,tml,68.45801842448023,5.322757441098992,4.827206478235302,26.945854090713638,29.469342821189134,164.97027648130762,44.153552151459884,164.97027648130762,2222,3352,0,0,0,2,67,0,0,0,0,0,0,697,0.0013876777402155778
114905,willbailey,58.21070001421291,12.799784085938178,25.514504455410734,16.085161169252267,37.45476876093335,135.106597568199,135.106597568199,135.106597568199,116,122,0,0,0,0,0,0,0,0,0,0,0,2776,0.008113969707066987
200967,bdonlan,27.84709205005541,3.9450104309795515,32.52212150071931,7.7222090672627655,58.17104158586683,123.93454357128343,123.93454357128343,123.93454357128343,11,2,0,0,0,63,8,0,50,58,0,0,0,14140,0.21261239587405648
270144,multani,71.06286968337716,6.252919967130247,14.996603114058027,13.169187353940075,40.13749222230027,170.39502700713177,73.86204811533887,170.39502700713177,62,63,0,0,0,0,13,0,0,0,4,0,0,46,0.0008673353948261558
23627,swankjesse,57.5001503671272,7.018890085353799,9.824227888906789,12.595280781962918,36.23558177440803,152.856101030231,134.14848488594805,182.6542011573251,1871,1254,0,600,0,20,387,0,21,14,10,0,0,6972,0.007507041889552162
269089,cupakromer,13.979505283566931,3.105841482825229,6.068428246504624,3.803912558027284,9.750592237534269,15.327613706622742,13.498257485967303,15.405595295680321,7,17,0,0,0,0,4,0,0,0,0,0,0,28,0.03888888888888889
37844,talklittle,48.82554732503514,11.269338246980116,38.896611567118,13.40449829599173,25.83548447003927,142.76960212152343,177.32204770411215,185.53284686455686,16,27,0,3,0,0,6,0,0,0,0,0,0,156,0.0011377725913500108
45557,dlew,49.377299112163584,16.66987813004696,5.247097312543946,18.326366659901023,102.18776182889889,102.18776182889889,102.18776182889889,102.18776182889889,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0.02137542958570943
61134,cowtowncoder,10.983534871188677,3.207927106193485,6.691905994435149,5.604867988035981,10.283156989275405,15.3480314451384,15.177250091777381,15.428033425493503,2513,1313,0,27,2,9,165,3,0,25,34,0,0,24731,0.03222464870950256
1891264,akarnokd,5.8211666141690355,4.063866072198891,5.883539986329059,4.235643688160336,6.400244985369657,6.920968328771612,6.895757480600932,6.955140982209151,350,129,0,0,0,0,2,0,0,0,0,0,0,692,0.002021701150499874
43689,flavorjones,138.66571028129079,2.0753453385508434,5.194001975481177,4.911740951172795,138.66571028129079,138.66571028129079,138.66571028129079,138.66571028129079,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0.09037037037037036
56034,findepi,77.1721964773551,10.378225975354503,16.643583195640137,15.6104809252492,72.29366722684887,193.54330142046356,158.61450767787602,193.54330142046356,367,493,0,1,0,9,30,0,0,1,2,0,46,1221,0.0024290338174822795
103808,schauder,107.43949865048677,35.64281014399174,54.01537506479616,36.61717883467566,87.54854744712691,154.07066415349786,154.07066415349786,154.07066415349786,1,53,0,0,0,0,0,2,0,0,0,0,11,632,0.0015564355655377584
96344,jordanorelli,14.20007728499592,2.9069809035014558,5.569114390920026,5.18291550291039,11.557526897206566,24.94992756511852,18.864795722205095,26.21483431277945,1181,930,0,34,0,86,109,331,4,0,0,0,0,0,0
76315,robzienert,158.67094583507375,12.612609917608061,18.22801604217925,30.58840213739905,71.85597936858984,191.72739288404742,142.55806149037605,191.72739288404742,5,5,0,0,0,0,1,0,0,0,0,0,0,26,0.002221083205193918
44630,scompt,11.275560710091975,3.9573424479163792,9.971338331502356,7.902137816679636,9.642951544140804,11.275560710091975,11.275560710091975,11.275560710091975,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0.01384083044982699
22626,commonsguy,83.78260434295963,14.548251047543586,30.26148985510773,28.375120456870373,59.555105223844684,110.28510028079951,86.99759698135556,110.28510028079951,385,76,0,21,0,2,45,0,8,2,10,0,0,1391,0.010929004682736729
30892,Macarse,116.62376096049472,55.15552628220551,55.740117785172416,29.67818924132746,77.71161338318846,158.4678526891957,150.04560854961625,171.03078853128824,6,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0007529175555276697
100433,aalmiray,43.282244239596665,2.916892730319301,16.487572355887803,11.891643184470059,61.35494443957731,137.63467074124796,121.82238795512622,172.9092217785131,65,47,0,42,0,0,19,0,12,0,0,0,0,46,0.000583793387905324
23457,joelittlejohn,46.36300101009845,12.722671140751658,13.672393283527862,26.268723766898546,98.10789908193216,129.82222443602623,134.3502407407891,136.65574946832967,2364,509,0,64,64,0,93,0,5,0,0,0,0,1953,0.0028745148428289463
39350,mondain,91.54149062042809,9.159478032140129,14.515028568550369,37.443671135734526,43.52861485026713,134.20834045970682,163.58046506894155,163.58046506894155,152,42,0,5,0,5,21,0,0,0,0,0,0,349,0.0011538982916353946
896,JakeWharton,59.18333257014816,8.788412392464116,25.980844650766194,13.173624279547951,33.600291916103295,84.51502441561827,84.41566579985617,94.77464003610386,4800,3156,0,63,0,58,1394,0,4,12,12,0,0,33407,0.006550204641200467
242686,paulk-asert,38.01103804922248,2.017067719244974,8.621974735747102,10.074434409781636,54.24662326581174,148.15487933725362,118.16825972317315,172.90922177851314,129,12,0,0,3,0,1,0,9,0,0,0,0,167,0.0009987500672810675
