17753126,logger,10115,971975603
17899114,bazel,10331,618075578
18004957,fresco,15076,1057132152
18733447,gson,13976,1033973479
19795940,leakcanary,20972,1056508652
20271797,zipkin,9621,1056795593
22048045,PocketHub,9323,1009412859
23599187,bazel,10331,1056767055
24143180,HomeMirror,7837,834186776
27943905,AVLoadingIndicatorView,8006,987987229
28178404,plaid,11915,1056325562
33417001,apollo,8686,1056846508
33456486,react-native-navigation,8997,1055077475
33584352,BottomBar,8062,858545671
33685085,presto,8242,1056665291
34754970,BaseRecyclerViewAdapterHelper,15361,1003879259
42447414,AndroidUtilCode,20703,1056776685
46473900,tinker,12652,1047193052
47594388,okhttp-OkGo,8367,757714182
47651091,zheng,11733,1055741992
47935430,androidannotations,10541,1047559922
54190001,incubator-weex,10907,1054886669
56111172,lottie-android,23002,1056381838
57944440,Android-PickerView,8573,1034499081
58267931,vlayout,8622,1047889347
62626319,Matisse,8092,1053694136
66229502,SmartRefreshLayout,14888,1051194779
71582569,VasSonic,8682,1002980667
73586650,JiaoZiVideoPlayer,7910,1057035333
76986308,platform_frameworks_base,8034,1056718332
92066376,incubator-dubbo,22292,1055899858
147,ActionBarSherlock,7304,197688000
190,SimianArmy,6822,1041072858
3264,springside4,5463,1033032974
5874,clojure,7408,1055582055
6947,jsoup,6486,1007167741
516195,AndroidAsync,5694,720408404
537036,mockito,7784,1042518879
694138,eureka,6548,1052304233
1356204,OpenRefine,5694,1056604589
2401584,android-gif-drawable,6690,1027910696
2909125,canal,6162,1053924058
3142597,ListViewAnimations,5693,548241179
3406875,buck,6217,1056733585
3814375,ion,5838,728447715
4060126,zuul,6288,1056567229
4569791,timber,6231,1055456870
5402577,dropwizard,6864,1055030512
6192576,Android-Bootstrap,6815,742814692
6712110,hugo,6369,376136646
6758820,ShowcaseView,5400,454945200
7570729,u2020,5525,848736184
7694902,metrics,6086,1026635945
8944718,androidmvp,5486,861446076
9140398,dynamic-load-apk,5495,726672233
10191372,Mybatis-PageHelper,5540,985573797
10604254,EffectiveAndroidUI,5789,724991212
10657480,guice,7350,1021616048
10926776,interview,5702,836286182
11121205,spring-boot-admin,5723,1057261476
11825713,android-floating-action-button,5676,335575736
12187659,physical-web,6061,739861744
12582791,hellocharts-android,6188,952112968
12738107,sweet-alert-dialog,6187,193175959
14292770,android-testing,5810,983374429
14719391,SwipeBackLayout,5430,989284445
14897549,pinpoint,7405,1056005965
14999882,javapoet,6007,1012211566
15441396,JsBridge,5614,1018841983
15637163,UltimateRecyclerView,6828,944470655
16325402,SmartTabLayout,5696,566071749
18344576,Android_Data,7517,788189887
19007344,DanmakuFlameMaster,7313,930915052
19230847,MaterialViewPager,7665,956954250
20607710,cheesesquare,7623,965920088
20684770,solo,5466,1053569240
22053855,RxJava-Android-Samples,6778,739010692
22072113,RxLifecycle,6313,929172207
23551572,TakePhoto,5664,963565709
26275233,RxPermissions,7348,1055226210
26476888,WeChatLuckyMoney,6243,976689069
28540548,FlycoTabLayout,7497,679871698
29148918,xxl-job,5641,1055207970
30006369,agera,7275,675413071
30155281,FileDownloader,7522,1035652826
30166152,easypermissions,6541,1026449449
30509115,AndroidNote,5711,1041022783
30529755,uCrop,7760,1003064507
32573154,Fragmentation,7494,1045026041
33872302,StatusBarUtil,6362,990687717
34061688,SmarterStreaming,5857,1054026812
34123894,DroidPlugin,5882,777628857
41295977,Java,2795,1034890782
41440624,AndroidInterview-Q-A,7452,1057145878
42984026,MVPArms,6808,1055972583
46083313,redisson,6697,1054978417
50604871,GSYVideoPlayer,7801,1056891832
56535640,springboot-learning-example,6878,1000070121
59519048,atlas,6477,1054859296
62684148,litho,5424,1057284011
62935506,QMUI_Android,5698,1037963834
63529787,UltimateAndroidReference,6270,1050832693
64670471,tink,6598,1054452878
68355094,VirtualAPK,6347,1033133097
76219264,rocketmq,5656,1054975124
83796978,dbeaver,6448,1057352355
84173668,react-native-camera,6213,1056306374
85035459,graal,6818,1056415213
97423198,sharding-sphere,5581,1056089944
1554,graylog2-server,4512,1056190672
3031,Java-WebSocket,4587,1053706152
6075,titan,4803,585544070
7933,facebook-android-sdk,4657,1045576663
8304,cassandra,4759,1055972820
8765,otto,5147,989050516
9459,cas,4974,441118562
11315,swagger-core,5340,175740603
26361,cw-omnibus,4692,1030937682
32023,nokogiri,4976,1057309097
34342,StickyListHeaders,5377,260649943
50301,DiskLruCache,4679,456937829
87806,zookeeper,5287,1052715259
151229,elasticsearch-analysis-ik,5366,1054914507
171390,antlr4,4651,1043416843
205522,async-http-client,4693,1051490008
911850,acra,4617,1054631705
1345807,VitamioBundle,4804,214779314
2257593,twoway-view,5262,382275357
2344415,processing,4467,1053561626
3960711,android-volley,4452,693174950
4304960,CoreNLP,5387,1054825537
4395431,RoundedImageView,5083,872642079
4714616,xUtils,5018,341449230
4950150,gradle-retrolambda,5321,743613564
5160353,subsampling-scale-image-view,4750,945310444
5420628,cardslib,4782,365900368
6075528,rebound,5190,688488014
6434212,ShortcutBadger,5290,891698642
6462793,SystemBarTint,5047,137599431
6988998,AndroidStaggeredGrid,4730,320595102
7212462,go-lang-idea-plugin,4492,892296494
7691517,j2objc,5294,1042784706
9509377,closure-compiler,4490,1056363610
9750543,ZhihuDailyPurify,4749,1022794259
10103538,circular-progress-button,5036,314711132
12555179,ansj_seg,4553,1050094637
12617548,RippleEffect,4741,395142229
12813154,swagger-core,5340,655415581
13364914,InstaMaterial,4847,543059742
13754421,caffeine,4805,1051031051
14807988,flink,4766,1057307669
15082681,Side-Menu.Android,4776,595591495
16137647,material-calendarview,4682,1054511585
16513025,sqlbrite,4698,958214739
16552696,mosby,4922,988419474
16827424,grpc-java,4974,1057170078
17602888,dex2jar,5238,1041145786
20450716,wechat,4545,721215658
20839830,zaproxy,4658,1055930631
21209121,Timber,5241,899443978
24203553,che,5098,1056910890
27393615,AndResGuard,5199,1014035431
27401880,android-classyshark,5229,348303279
27653260,scribejava,4610,1019020329
28012279,android-job,4789,1038465313
28089184,xUtils3,5147,662470789
28954377,android-classyshark,5229,978642733
30164069,lucida,4855,732032661
31047441,hsweb-framework,4614,1056114181
33745025,BoomMenu,5052,780764906
33923184,Android-SpinKit,5385,820865022
33960918,remusic,4757,675376002
35363608,motan,4659,1038914040
36544019,cas,4974,1056720963
37257575,quickstart-android,4639,1056619616
37946333,SpringBoot-Learning,4800,977767142
39989810,MagicIndicator,5160,568091580
40697069,VirtualApp,4832,1041213604
42461512,gitpitch,4648,1057039941
42748654,freeline,4760,882405340
44194967,epoxy,4813,1054629002
45488699,AndPermission,4633,1036961452
46570587,NewPipe,4536,1056166906
49175060,ImmersionBar,4544,824180969
50864156,Android-Debug-Database,5331,1049947637
52631744,android-oss,4814,1056581447
52687858,material-components-android,5345,1049434194
54030529,PictureSelector,4994,1021119265
55152428,Toasty,4739,1050252380
55648999,InfiniteCycleViewPager,5081,1017296286
61092913,swagger-core,5340,1056223101
62567774,react-native-image-picker,4500,1008429329
62571176,awesome-java-leetcode,4617,1012720286
64654911,AgentWeb,4756,1050174896
66707210,RePlugin,5126,1001886701
69135896,android-interview-questions,4496,1034725133
79664591,XRecyclerView,4527,897938751
81129942,haven,4658,1056617506
82799705,incubator-skywalking,4667,1057029443
89505206,VirtualXposed,4747,1056790179
96086758,jib,4836,1056605647
12455,k-9,4055,1057196871
20519,joda-time,3799,1026635002
40412,ideavim,3546,1055152376
50053,jna,4319,298749025
68597,NineOldAndroids,4440,318172985
113629,android-autofittextview,3648,433937615
476011,orientdb,3645,1056966060
801441,Activiti,4169,1042982518
2367496,android-times-square,4279,991605793
2480506,roboguice,3868,493921950
2752178,jsonschema2pojo,4109,1041291808
3176839,ctci,4315,358346335
3649407,robolectric,4229,1056500511
4055917,android-iconify,3646,819270142
5035451,otter,3691,1034051265
5215147,checkstyle,3978,1057312013
5267355,jstorm,3642,1008819833
5335395,spring-mvc-showcase,4160,1033353763
6653229,SmoothProgressBar,4119,769527587
7268912,coursera-android,4313,998634090
8188075,barcodescanner,4274,924792822
8544496,android-crop,4202,961145746
8939472,android-bootstrap,4294,351690005
9569222,PiggyMetrics,4352,1029013067
9925226,disconf,4281,578059112
11168533,WilliamChart,3976,1038275655
11537087,error-prone,4127,1056627128
11585218,elasticsearch-sql,4170,1044865836
11806054,SwitchButton,3817,837770628
11854349,jjwt,3856,822996091
13069452,Android-Iconics,3986,1036431716
13534407,smile,4029,1054695695
14517024,dialogplus,4162,1001517225
14707585,MaterialDateTimePicker,3743,1052097848
15145136,Android-Image-Cropper,3934,968278717
15500909,android-advancedrecyclerview,4207,821660602
17421504,Phoenix,3905,595590259
17770132,FloatingActionButton,3992,670833912
18156305,moshi,4363,1050814616
18236982,richeditor-android,4198,506438146
20765006,PLDroidPlayer,3574,267173701
20886902,bottomsheet,3986,925765043
21608473,PLDroidPlayer,3574,1026840714
21898406,dexposed,3961,657622576
22007745,CtCI-6th-Edition,3977,387487942
22043131,Blurry,3618,986281059
22602596,jna,4319,1055373754
27623476,AndroidWiFiADB,3804,502966861
27729263,AndroidPicker,4026,1050602588
29148683,packer-ng-plugin,3886,953981838
29516907,MagicCamera,3715,454949986
30000352,Small,4437,1050632744
30073757,HTextView,4211,1001852592
31656263,Douya,4002,1051850041
32026484,CtCI-6th-Edition,3977,822245481
32567918,alluxio,3723,1056839939
33335847,useful-java-links,4063,1055322407
33757266,BottomNavigation,3537,868504660
33977798,RxJavaSamples,3651,810546391
34324819,folding-cell-android,4182,1056146925
34827406,baseAdapter,4043,485931246
35807281,Depth-LIB-Android-,4355,762159506
36789094,NoHttp,3537,992126241
38148155,AndroidPdfViewer,3982,1055653663
38843634,zeppelin,3819,1055711690
39507122,Compressor,3887,731471335
39732337,feign,3548,1023510824
41240050,Fast-Android-Networking,3894,975739712
42731643,MultiType,3681,1032378702
43106625,cameraview,3941,712766387
44268043,android-tips-tricks,3644,977929747
44362134,RxJava2-Android-Samples,3897,991979323
44560292,RecyclerViewSnap,3729,861010135
45562985,TapTargetView,4072,1001519299
48621791,bilibili-android-client,3797,734321138
49781575,SimplifyReader,4444,549693408
52464483,FastHub,3737,1049374738
55640213,NavigationTabBar,4288,1017295866
59241078,DiscreteScrollView,4178,963358142
60972400,UltraViewPager,4051,996921572
61751285,mit-deep-learning-book-pdf,4221,897115066
62632353,aurora-imui,3872,1056910775
65378163,from-java-to-kotlin,3668,1018653616
67908847,spring-boot-api-project-seed,3672,1023651385
77558722,config,3879,1039687400
79345133,RIBs,3876,1007282647
83690947,blade,4189,1057193045
96268171,Android-ConvenientBanner,3944,1035094035
4929,AndEngine,2992,516543721
6489,atmosphere,3235,1053202279
9852,drag-sort-listview,3201,371870492
17160,Crouton,3058,267329792
17318,rest-assured,3436,572690667
25006,rabbitmq-tutorials,3123,1038596469
26591,hibernate-orm,3436,1056123804
49257,JSON-java,3053,367693931
68523,android-viewbadger,3000,9973757
90216,crawler4j,3191,967370519
139262,netty-socketio,3231,1012993023
931310,smali,3077,1057380120
1001578,opentsdb,3299,1049907518
1288351,afinal,3154,230934925
1735275,flyway,3478,1055183243
3540281,quasar,3308,1037112331
3929524,ActionBar-PullToRefresh,3278,106919437
4466072,parceler,3400,1055715664
4933569,android-stackblur,3241,735089419
4952416,spring-security-oauth,3062,1039415729
6494034,bitcoinj,3008,1044604902
7025247,grafika,3359,898656940
7485579,emojicon,3387,738626388
8292833,Conversations,3043,1057142310
8719321,robospice,3051,887816921
8804952,sonarqube,3049,1056489023
9817095,ExpandableTextView,3271,382027983
10644579,android-priority-jobqueue,2449,679753049
11115212,CircleIndicator,3154,667655708
11586185,SwipeMenuListView,3383,370133424
12222055,sticky-headers-recyclerview,3402,420842995
12491295,google-authenticator,3285,867203029
13039301,CircleProgress,3153,834657566
14300352,zxing-android-embedded,3116,935999538
15076175,Context-Menu.Android,3454,975942318
15195413,RecyclerViewPager,3192,999531184
16133834,android-butterknife-zelezny,3371,671344005
16310355,Sunshine-Version-2,3048,414964445
16512694,hawk,3100,963536000
17251056,shimmer-android,3059,1046269485
17875689,springfox,3079,1057315560
20337473,h2o-3,3536,1056635921
21648924,DropDownMenu,3041,1047415104
22042237,actor-platform,3261,982596099
22206580,FirebaseUI-Android,3079,1056400984
24081977,socket.io-client-java,3333,736764342
24177305,hackpad,3204,741849313
24921644,algs4,3377,1018059291
25282303,JFoenix,3165,1045916600
25338080,Android-Tips,3092,834768718
25591274,archi,3237,423276822
25656386,JKeyboardPanelSwitch,3174,1052391547
25985095,MaterialSearchView,3294,599572678
26142217,ExplosionField,3257,328349274
26402563,GalleryFinal,3127,319224807
28898424,Dexter,3510,1048192630
29092192,floatingsearchview,3046,708123129
29904082,react-native-push-notification,3420,958188402
31367522,cachecloud,3485,793864307
31467826,JSON-java,3053,1022292921
32965510,TwinklingRefreshLayout,3361,950315737
33622159,Conductor,3238,1047724562
33656812,ahbottomnavigation,3333,890887888
33781864,Android-IMSI-Catcher-Detector,3330,1048278005
35132188,LoadingDrawable,3456,669362676
36512111,Music-Player,3041,1042402117
37333079,rest-assured,3436,1016477199
39718653,StepView,3473,671775635
40525630,ShineButton,3460,990054548
40881084,malmo,3039,1056034223
41604159,ticker,3219,984384291
42660942,react-native-video,3463,1056602057
42719787,SwipeRecyclerView,3529,879502998
43090947,GeekNews,3154,1029137825
43910867,ViewPagerCards,3460,575335420
45542027,PageIndicatorView,3326,995408790
45621828,Magisk,3049,1053812812
45686508,StylishMusicPlayer,3273,767984254
50484537,GT,3356,1049072431
54064007,Store,3373,1044846404
54625980,Android-skin-support,3439,1025824858
55029748,openhab1-addons,3486,1051123293
55820753,CoordinatorTabLayout,3525,899925043
55828128,android-mvp-architecture,3356,964525383
56502439,chuck,3488,753945954
59607953,native-navigation,3060,880916253
61157006,JsonPath,3152,853785503
65971829,Launcher3,3347,983873870
72323951,mybatis-generator-gui,3045,1047789163
76097817,pipeline,3122,1055833974
93212085,incubator-heron,3274,1056465027
14746,http-request,2749,244286334
20796,hazelcast,2813,1056308985
22331,android-flip,2733,39882176
22358,jersey,2827,980262705
23888,GreenDroid,2624,51962013
30864,weiciyuan,2687,338769483
39505,jOOQ,2660,1054089364
89745,yuicompressor,2682,763238367
163875,tomcat,2670,1056605154
546037,android,1940,1057361206
604767,jfinal,2645,1036959818
651549,android-menudrawer,2680,132366007
731872,jodd,2670,1055948523
742622,android-saripaar,2909,564919755
1377549,aws-sdk-java,2698,1056743284
2406311,JazzyViewPager,2667,109012540
2802308,generator,2887,1043653917
3182133,android-betterpickers,2719,306934030
3686444,pinned-section-listview,2599,497116302
3758090,android-maps-utils,2629,1044309108
3840009,FadingActionBar,2922,173988089
4314311,keycloak,2959,1056226795
4952331,spring-security,2900,1055392232
4963729,cropper,2661,358042307
5297839,spring-petclinic,2673,1047321132
5370926,libsvm,2907,361584324
5428985,Android,2634,871701911
6395263,flow,2690,810382927
6927642,AndroidResideMenu,2730,341582736
7222536,scalpel,2594,195870122
9200500,DraggablePanel,2911,713036058
9373126,javacv,2767,1016315389
9737268,android-process-button,2824,273618171
10305482,learning-spark,2644,380560786
10615426,CustomActivityOnCrash,2601,842097218
11494266,simplify,2663,1005878328
11537342,RecyclerViewItemAnimators,2990,349698519
11750714,spring-cloud-netflix,2814,1056841331
11817348,Android-Week-View,2978,683809388
12717991,TextDrawable,2797,208338369
13756663,SuperRecyclerView,2613,431824056
14001646,android-betterpickers,2719,1025947665
15544036,Android-Material-Examples,2922,428564832
16750977,reactive-streams-jvm,2689,1028321096
17439762,storio,2628,1004494149
18003292,network-connection-class,2774,313771683
18230837,AndroidVideoCache,2788,695670726
18510390,MultiImageSelector,2818,471536147
19550070,FlexibleAdapter,2862,254096322
20588167,FlyRefresh,2901,406512009
20991181,BGABanner-Android,2973,971301302
21306850,GuillotineMenu-Android,2646,595593608
21716965,PhotoPicker,2726,873492612
21735382,FlexibleAdapter,2862,1029957129
21761063,android-percent-support-lib-sample,2806,333107471
22128940,StickerCamera,2831,321113130
27978178,termux-app,2901,1056099582
28433640,anthelion,2912,361523558
28687737,Nuwa,2875,346073641
28784137,requery,2627,1053704310
28860633,animate,2924,455303429
29167693,groovy,2862,1056550287
29501215,tcc-transaction,2656,981308403
30865290,VideoPlayerManager,2675,380550022
35285561,LeafPic,2686,1051980634
36450777,graphql-java,2654,1054415135
37447876,99-problems,2850,783497093
39890509,MagicaSakura,2969,987985993
42631773,android-adDialog,2680,516646332
43770996,mybatis-plus,2976,1056866199
44050558,react-native-svg,2972,1034978999
45753065,react-native-splash-screen,2660,1051206374
50268303,BigImageViewer,2860,883753486
52765089,AlgoDS,2818,1056691952
55419800,boxing,2662,1020218016
55714841,PreviewSeekBar,2767,1037403342
56530268,BadgeView,2865,720468593
60800407,spruce-android,2805,895417082
62425968,vavr,2702,1044389888
70709744,xmall,2706,1033254279
71812389,vespa,2627,1056524547
73740168,objectbox-java,2698,1053547845
74031952,DDComponentForAndroid,2597,958642855
76206356,ScalingLayout,2713,1019972327
252,rstudio,2475,1056644695
613,Terasology,2432,1053620041
1842,MinecraftForge,2555,1054426746
11183,ProgressWheel,2539,501790838
11423,android-pulltorefresh,2534,136992291
13773,hbase,2336,1056670266
34190,jvm-serializers,2496,1035310696
34862,ViewServer,2405,382812341
117783,GCViewer,2334,1052150610
1367535,moco,2329,1048847746
1619385,cordova-android,2453,1055707632
2366109,ribbon,2429,992861544
2410270,DeepLearning,2531,854797062
2457736,libstreaming,2360,972774439
3495936,android-pdfview,2469,460447335
4478156,ice,2548,776168117
4850394,languagetool,2319,1057308368
5118473,wire,2549,1038761986
5641263,frontend-maven-plugin,2575,1051180849
6514068,java-algorithms-implementation,2386,998430430
6613024,byte-buddy,2354,1031936488
6644116,android-priority-jobqueue,2449,320105214
7201179,robotium,2473,520755383
7424030,cobar,2405,783202243
7700779,spring-data-examples,2381,1054993252
8259780,FreeFlow,2454,569586914
8745469,KenBurnsView,2344,968492700
9373128,javacpp,2576,1047347386
9409514,cglib,2360,1003413656
9571007,dex-method-counts,2499,630924329
9732013,EhViewer,2598,1051366872
10756122,material-menu,2435,559636483
10944324,CircularFloatingActionMenu,2466,212644250
11125771,NiftyDialogEffects,2383,894823571
13355262,Algorithms,2445,825480306
13520484,materialish-progress,2360,367314867
13548437,cryptomator,2437,231047123
13698270,CircularReveal,2388,1027654343
14773650,Gadgetbridge,2447,1056658538
14922094,Telecine,2334,781575212
15306587,android-pathview,2508,838830934
15798691,Material-Movies,2499,468580200
16189836,AndroidTreeView,2356,438303015
16809326,study,2441,1053674102
17072143,XhsEmoticonsKeyboard,2518,635521939
17074912,airpal,2403,576353082
17563948,500px-android-blur,2344,534377536
18528394,cryptomator,2437,1055248804
18529245,elasticsearch-jdbc,2511,656105343
20790602,MasteringAndroidDataBinding,2575,877893204
22047750,ThreeTenABP,2472,984336346
22170922,spring-cloud-microservice-example,2476,1028759089
24125377,android-vision,2413,999971839
24132466,binnavi,2409,816140228
25804808,CoordinatorBehaviorExample,2531,468952219
30231293,LikeButton,2411,933282200
30309115,FastAdapter,2432,1044729688
30839384,junit5,2546,1057172966
31057166,AndroidProcess,2354,577087367
33002673,WoWoViewPager,2524,663871171
38963210,failsafe,2346,1003408835
39664535,SSM,2410,1040565722
44056318,FastBle,2464,1017580373
44710299,hover,2405,1002771118
45600200,material-intro-screen,2448,788875054
48113900,ChipsLayoutManager,2497,841789227
48369107,DiagonalLayout,2393,973366945
48544623,SwipeDelMenuLayout,2457,793854889
48623168,SuperTextView,2579,999449289
50231982,T-MVP,2557,736058456
51986296,MSEC,2576,1056046189
52322480,ZoomHeader,2311,575281599
53956006,ShimmerRecyclerView,2429,982977666
54953248,MusicDNA,2379,915379270
56420028,LQRWeChat,2467,687820575
57675088,ExpectAnim,2552,943212369
60704758,SlidingRootNav,2413,942376225
60905785,MaterialChipsInput,2371,695681648
61602207,Grav,2358,672661385
67515580,SuperCalendar,2354,931013070
70611949,LintCode,2485,1054839660
71224946,SmartCropper,2496,899218334
73856423,yanxuan-weex-demo,2462,1039146223
73981867,NullAway,2347,1052353529
80763720,Dragonfly,2454,1055776855
94009005,XChange,2565,1055980102
4563,voldemort,2177,772201314
4765,bigbluebutton,2200,1057057262
7118,YCSB,2239,1051849157
12713,hive,2175,1057344399
22920,jetty.project,2225,1056275214
62238,camel,2179,1056480530
68197,GraphView,2163,995215945
106664,spock,2112,1057267464
144967,undertow,2120,1054628435
185592,jmeter,2322,1057098972
954073,tape,2195,918660016
1879783,XposedInstaller,2236,892160632
2247922,databus,2149,745571135
3236008,HoloEverywhere,2237,189889407
3839775,reflections,2263,1033002665
4586174,AboutLibraries,2193,1043794223
4645779,disunity,2175,505902302
4952398,spring-loaded,2132,850792522
6393083,mortar,2162,503063481
6650818,javaee7-samples,2214,1049079482
6800623,api-samples,2303,991605871
7304063,joda-time-android,2257,1001396131
8407619,crate,2131,1056257314
8467115,java-jwt,2215,1040814392
9241117,9GAG,2205,516762660
10342620,philm,2128,593413617
11444591,Genius-Android,2230,1035329486
11753105,PullZoomView,2219,321927555
11779710,android-shape-imageview,2271,656247906
11809208,material-ripple,2160,514498797
11836053,ffmpeg-android-java,2131,315803792
12216920,BottomSheet,2128,826333650
12222786,android-ui,2234,515559235
12628086,immutables,2166,1037646959
13522355,droidicon,2265,814343045
14616935,android-material-design-icon-generator-plugin,2280,993044243
14874843,android-styled-dialogs,2160,373008732
14940288,Slidr,2162,1025100360
15771161,SpringIndicator,2184,408355122
16889325,android_design_patterns_analysis,2276,824206260
17484527,Euclid,2176,595592235
19855598,google-java-format,2182,1053383622
20338444,h2o-2,2276,321358793
20431468,SublimePicker,2126,436893638
20614453,google-services,2305,1018117464
21279835,Android-ItemTouchHelper-Demo,2294,290352661
22048017,material-icon-lib,2162,1015837514
22057019,MaterialShowcaseView,2219,801708047
22068348,BeautifulRefreshLayout,2146,415109485
22099189,react-native-fbsdk,2155,884988790
22110561,BGABadgeView-Android,2150,971161737
25953691,ffmpeg-android-java,2131,430928269
27608423,ViewInspector,2155,863924964
27629339,FlowingDrawer,2204,585910932
28023354,reark,2122,886998019
28735841,CoCoin,2237,648470916
29823801,MovieGuide,2166,1035507097
29933554,Timeline-View,2198,1032935303
31584692,MaterialIntroView,2149,811881265
31833760,shopping-management-system,2162,701931140
33279147,btrace,2159,1005533121
34083932,AndroidTVLauncher,2194,1055127033
34201361,spring-boot-starter,2124,1043767607
34400540,JJSearchViewAnim,2238,570924652
34518256,quartz,2143,868517326
35528446,RxGalleryFinal,2138,773243122
36593669,distributedlog,2237,511872134
39656086,LoadingView,2178,907944783
39817116,qksms,2141,1056781913
40616916,AndroidChromium,2250,1055129480
40652606,react-native-blur,2171,1037716185
41347207,AndroidFire,2128,703837830
42314527,TheFatRat,2246,1049077270
43881826,LookLook,2227,1051360771
51140747,lanproxy,2191,1036492836
52001716,powermock,2162,1025842425
52317322,thingsboard,2139,1055307824
53564232,beam,2276,1057354488
54886510,excelPanel,2125,863535803
56255766,ChatKit,2318,934990557
60794061,PatternLockView,2252,933259533
62238856,react-native-fast-image,2220,1042117988
71021792,CardSlidePanel,2165,818100494
72050067,AmazeFileManager,2196,1056716453
81210327,CC,2211,1049954937
82007597,Lawnchair,2276,1056237244
89982205,data-transfer-project,2168,1056723344
98127758,UETool,2123,1024606174
4873,lucene-solr,2026,1057242970
9840,mongo-java-driver,2077,1051857578
36193,androidquery,2075,572688934
54621,android-sqlite-asset-helper,2013,937533254
64431,Android-Terminal-Emulator,1951,676441830
75275,shiro,1968,1019944833
80621,TouchImageView,1961,108547311
101209,azkaban,2101,1056635964
186472,Android-SlideExpandableListView,1991,297237912
368502,jvm-tools,2093,1054758474
2285516,es,1945,966840522
2415090,android-parcelable-intellij-plugin,1983,443255739
2622698,KeyBox,2051,1036699897
3281281,wildfly,2069,1056495971
4188578,BlurEffectForAndroidDesign,1990,46972727
4907287,cordova-plugin-local-notifications,2053,923393729
5477472,netty-learning,2066,558966724
7682525,Android-ReactiveLocation,2048,870758858
9197332,hutool,2097,1055335282
9473689,querydsl,2002,996502617
9728993,ViewPagerTransforms,2028,970531128
10088234,helios,1955,1046232476
10183009,KJFrameForAndroid,1959,576241577
10809851,WebCollector,2089,934515029
11046509,pixel-dungeon,2092,321943210
11061105,android-beacon-library,2049,1049542361
11219546,Swipecards,2083,571047668
11714218,ToggleButton,2011,584793258
11734319,UltimateAndroid,2047,695656151
13507748,uhabits,2113,1043647621
13607601,discreteSeekBar,1989,380930053
13920772,nucleus,2001,816364292
14933302,javaparser,2029,1051699113
15196495,RecyclerView-FlexibleDivider,2081,472189570
15800969,AntennaPod,2101,1053681287
18002829,device-year-class,2062,976625264
18055867,keywhiz,1993,1039523340
19378741,tray,2066,925477032
21117335,pinot,2007,1056651633
21959272,Android-Skin-Loader,1981,631409575
22043657,AdapterDelegates,2023,985516451
22089064,EasyRecyclerView,1950,756099115
22094981,AndroidSweetSheet,1960,400175808
23661770,ReactiveNetwork,1958,1053278136
24737291,PagerBottomTabStrip,1996,1016905618
25067926,FlycoDialog_Master,1998,679938998
25118078,SwipeToLoadLayout,1984,672137360
25176417,vectalign,1988,747599296
25333405,Android-MaterialRefreshLayout,2073,416323949
28796807,FinestWebView-Android,1964,1023270637
29302892,WheelPicker,2031,671639298
30162362,ViewAnimator,2061,879765790
30332800,RxRelay,1972,936058852
30390684,CircleDemo,1971,602018066
30780345,RxCache,2098,875350950
30924206,Unblock163MusicClient-Xposed,2109,1053133797
31424936,Android-Clean-Boilerplate,2034,406783240
32388765,CityPicker,2041,1008317590
32919713,light-task-scheduler,2006,1037965187
35532862,BlurView,2043,1017131696
35654697,paper-onboarding-android,1967,1056145637
38875544,AndroidPhotoFilters,2050,641069241
40391193,awesome-android-complete-reference,2105,971797397
