1891264,akarnokd,168.79485907601585,3.677480288204843,66.5121632852214,15.858169125025372,91.12057865683038,168.79485907601585,168.79485907601585,168.79485907601585,0,14,0,0,0,0,0,0,0,0,0,0,0,134,0.0037618258892226494
896,JakeWharton,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,132,51,0,0,0,0,1,0,0,0,0,0,0,22,0.0002688927728956085
9686,rstoyanchev,214.95356300137047,16.175562405261157,18.76480912722298,23.783191486071196,214.95356300137047,214.95356300137047,214.95356300137047,214.95356300137047,32,4,0,0,0,0,0,0,0,0,0,0,18,327,0.003290632264297143
1443498,cfogrady,107.76680187325309,107.76680187325309,107.76680187325309,107.76680187325309,107.76680187325309,107.76680187325309,107.76680187325309,107.76680187325309,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0.00032597320157153395
4589144,jbax,4.144529820608881,4.144529820608881,4.144529820608881,4.144529820608881,4.144529820608881,4.144529820608881,4.144529820608881,4.144529820608881,12,12,0,2,0,0,16,0,0,0,0,0,0,24,0.0022722969134633592
33363848,TPWXUHGH,39.81386929465888,7.707356139930853,7.149596539754136,16.24650196572903,22.576171284634896,39.81386929465888,39.81386929465888,39.81386929465888,10,10,0,0,0,0,0,0,0,0,0,0,0,136,0.0035002831111339886
5069189,AquilesCanta,198.9090258468707,5.073449984557015,17.17738904183836,8.766597623364982,22.930723578663834,198.9090258468707,198.9090258468707,198.9090258468707,2,2,0,0,0,0,0,0,0,0,0,0,0,1252,0.009226098362588614
35234019,tonihei,198.9090258468707,3.4332369414021593,13.673442772283378,7.964650845432209,16.806664718738265,198.9090258468707,198.9090258468707,198.9090258468707,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0.004110527517698105
19122635,snehpandya18,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,21.65054627296415,166,73,0,0,0,0,1,0,0,0,0,0,0,108,0.0020639834881320948
151532,tlrx,0,0,0,0,0,0,0,0,120,88,0,0,0,0,4,0,0,0,0,0,2,9165,0.12525282895096485
6486189,jkakavas,0,0,0,0,0,0,0,0,9,39,0,0,0,8,3,0,0,0,0,0,0,44,0.0005270849804738973
